course_id,course_name,institution,institution_id,county,ownership,level,cluster,min_grade,open_entry,duration_months,tuition_kes,fee_basis,verification_note
c892,Diploma in Clinical Medicine and Surgery,Kenya Medical Training College (KMTC) — Bungoma Campus,kmtc_bungoma,Bungoma,public,diploma,carer,C,no,36,238200,illustrative,"KMTC Bungoma Campus opened in 2011 next to Bungoma County Referral Hospital, as part of the college’s expansion into western Kenya, and holds over 400 students. KMTC runs more than 126 programmes nationally but not every campus runs every one, so a national list is not evidence that a course is taught at this campus. The campus listing names what it currently teaches and separately says plans are underway to mount a Certificate in Medical Engineering and a Diploma in Orthopaedic Technology - those two are NOT recorded here, because a planned course is not a course. KMTC publishes a minimum KCSE mean grade of C plain for its diploma programmes, with cluster subjects in English or Kiswahili, Biology or Biological Sciences, and Mathematics, Chemistry or Physics. Diploma courses run three years, except Community Health Nursing which runs three and a half. KMTC publishes one national fee structure across all campuses: Ksh 82,200 in Year 1 and Ksh 78,000 in each subsequent year for regular Kenyan students, 2025/26 structure. Total here is that schedule multiplied out by course length. Tuition only - accommodation, meals and skills-lab charges are extra and vary by campus. A non-refundable Ksh 1,500 application fee applies. Confirm with the campus before paying."
c124,Diploma in Kenya Registered Community Health Nursing (KRCHN),Kenya Medical Training College (KMTC) — Bungoma Campus,kmtc_bungoma,Bungoma,public,diploma,carer,C+,no,36,238200,derived,"KMTC publishes one national fee structure across all campuses, so this figure does not depend on which campus you attend: Ksh 82,200 in Year 1 and Ksh 78,000 in each subsequent year for regular Kenyan students, 2025/26 structure (kmtc.ac.ke, cross-reported by Tuko, EduGuide and Education News Hub, August 2026). Totals here are that schedule multiplied out by course length. Tuition only — accommodation, meals and skills-lab charges are extra and vary by campus. A non-refundable Ksh 1,500 application fee applies. Confirm with the campus before paying."
c467,Artisan in Motor Vehicle Mechanics,Bumbe Technical Training Institute,bumbe_tti,Busia,public,artisan,maker,,yes,12,67189,derived,"Programme named in Bumbe Technical Training Institute's published course list, examined by KNEC. The institute publishes its entry bars as C- and above for diploma and D plain and above for certificate, ""while other course categories are open"" - artisan being the remaining category, so no KCSE mean grade is recorded. Fee derived from the government's consolidated annual public-TVET fee of Ksh 67,189 (effective May 2026). Artisan fees vary more than diploma fees and published per-institution figures conflict, so treat this as an order of magnitude and confirm with the registrar."
c468,Artisan in Plumbing,Bumbe Technical Training Institute,bumbe_tti,Busia,public,artisan,maker,,yes,12,67189,derived,"Programme named in Bumbe Technical Training Institute's published course list, examined by KNEC. The institute publishes its entry bars as C- and above for diploma and D plain and above for certificate, ""while other course categories are open"" - artisan being the remaining category, so no KCSE mean grade is recorded. Fee derived from the government's consolidated annual public-TVET fee of Ksh 67,189 (effective May 2026). Artisan fees vary more than diploma fees and published per-institution figures conflict, so treat this as an order of magnitude and confirm with the registrar."
c127,Certificate in Community Health Assistant,Kenya Medical Training College (KMTC) — Busia Campus,kmtc_busia,Busia,public,certificate,carer,C-,no,24,160200,derived,"KMTC publishes one national fee structure across all campuses, so this figure does not depend on which campus you attend: Ksh 82,200 in Year 1 and Ksh 78,000 in each subsequent year for regular Kenyan students, 2025/26 structure (kmtc.ac.ke, cross-reported by Tuko, EduGuide and Education News Hub, August 2026). Totals here are that schedule multiplied out by course length. Tuition only — accommodation, meals and skills-lab charges are extra and vary by campus. A non-refundable Ksh 1,500 application fee applies. Confirm with the campus before paying. Entry was previously recorded here as a D+ mean grade. That was wrong, and the error is worth naming: D+ is the BIOLOGY SUBJECT requirement for this award, not the mean grade, and it had been written into the mean-grade field. KMTC publishes a minimum KCSE mean grade of C- for every certificate programme, with the cluster-subject requirement on top - for this course a D+ in Biology or Biological Sciences and a D in one of Mathematics, Chemistry, Physics or Physical Sciences. So the C- is needed overall AND the subject grades on top. The duration and the fee moved with it: the certificate runs two years rather than one, so the national schedule multiplies out to Ksh 160,200 instead of Ksh 82,200."
c891,Diploma in Clinical Medicine and Surgery,Kenya Medical Training College (KMTC) — Busia Campus,kmtc_busia,Busia,public,diploma,carer,C,no,36,238200,illustrative,"KMTC Busia Campus is in Matayos, 500 metres from the Kenya-Uganda border and next to Busia County Referral Hospital, which is its clinical training site. It was commissioned in 2005, accredited by the Clinical Officers Council in November 2016 and by the Nursing Council of Kenya in March 2017, and holds over 397 students. KMTC runs more than 126 programmes nationally but not every campus runs every one, so a national list is not evidence that a course is taught at this campus. The campus listing states plainly that it runs two diploma courses and names them, and separately names the courses it hopes to add - only the two current ones are recorded here. KMTC publishes a minimum KCSE mean grade of C plain for its diploma programmes, with cluster subjects in English or Kiswahili, Biology or Biological Sciences, and Mathematics, Chemistry or Physics. Diploma courses run three years, except Community Health Nursing which runs three and a half. KMTC publishes one national fee structure across all campuses: Ksh 82,200 in Year 1 and Ksh 78,000 in each subsequent year for regular Kenyan students, 2025/26 structure. Total here is that schedule multiplied out by course length. Tuition only - accommodation, meals and skills-lab charges are extra and vary by campus. A non-refundable Ksh 1,500 application fee applies. Confirm with the campus before paying."
c126,Diploma in Kenya Registered Community Health Nursing (KRCHN),Kenya Medical Training College (KMTC) — Busia Campus,kmtc_busia,Busia,public,diploma,carer,C+,no,36,238200,derived,"KMTC publishes one national fee structure across all campuses, so this figure does not depend on which campus you attend: Ksh 82,200 in Year 1 and Ksh 78,000 in each subsequent year for regular Kenyan students, 2025/26 structure (kmtc.ac.ke, cross-reported by Tuko, EduGuide and Education News Hub, August 2026). Totals here are that schedule multiplied out by course length. Tuition only — accommodation, meals and skills-lab charges are extra and vary by campus. A non-refundable Ksh 1,500 application fee applies. Confirm with the campus before paying."
c151,Certificate in Community Health Assistant,Kenya Medical Training College (KMTC) — Iten Campus,kmtc_marakwet,Elgeyo-Marakwet,public,certificate,carer,C-,no,24,160200,derived,"KMTC publishes one national fee structure across all campuses, so this figure does not depend on which campus you attend: Ksh 82,200 in Year 1 and Ksh 78,000 in each subsequent year for regular Kenyan students, 2025/26 structure (kmtc.ac.ke, cross-reported by Tuko, EduGuide and Education News Hub, August 2026). Totals here are that schedule multiplied out by course length. Tuition only — accommodation, meals and skills-lab charges are extra and vary by campus. A non-refundable Ksh 1,500 application fee applies. Confirm with the campus before paying. Entry was previously recorded here as a D+ mean grade. That was wrong, and the error is worth naming: D+ is the BIOLOGY SUBJECT requirement for this award, not the mean grade, and it had been written into the mean-grade field. KMTC publishes a minimum KCSE mean grade of C- for every certificate programme, with the cluster-subject requirement on top - for this course a D+ in Biology or Biological Sciences and a D in one of Mathematics, Chemistry, Physics or Physical Sciences. So the C- is needed overall AND the subject grades on top. The duration and the fee moved with it: the certificate runs two years rather than one, so the national schedule multiplies out to Ksh 160,200 instead of Ksh 82,200."
c890,Diploma in Clinical Medicine and Surgery,Kenya Medical Training College (KMTC) — Iten Campus,kmtc_marakwet,Elgeyo-Marakwet,public,diploma,carer,C,no,36,238200,illustrative,"KMTC Iten Campus opened in October 2016, founded jointly by the Elgeyo Marakwet county government and KMTC, and sits beside Iten County Referral Hospital which is its clinical training site. It holds a student population of a little over 226. KMTC runs more than 126 programmes nationally but not every campus runs every one, so a national list is not evidence that a course is taught at this campus. Two independent sources name this programme as currently offered at Iten; a longer list circulating for the campus is the national catalogue, and a campus of this size does not run eighteen programmes. KMTC publishes a minimum KCSE mean grade of C plain for its diploma programmes, with cluster subjects in English or Kiswahili, Biology or Biological Sciences, and Mathematics, Chemistry or Physics. Diploma courses run three years, except Community Health Nursing which runs three and a half. KMTC publishes one national fee structure across all campuses: Ksh 82,200 in Year 1 and Ksh 78,000 in each subsequent year for regular Kenyan students, 2025/26 structure. Total here is that schedule multiplied out by course length. Tuition only - accommodation, meals and skills-lab charges are extra and vary by campus. A non-refundable Ksh 1,500 application fee applies. Confirm with the campus before paying."
c150,Diploma in Kenya Registered Community Health Nursing (KRCHN),Kenya Medical Training College (KMTC) — Iten Campus,kmtc_marakwet,Elgeyo-Marakwet,public,diploma,carer,C+,no,36,238200,derived,"KMTC publishes one national fee structure across all campuses, so this figure does not depend on which campus you attend: Ksh 82,200 in Year 1 and Ksh 78,000 in each subsequent year for regular Kenyan students, 2025/26 structure (kmtc.ac.ke, cross-reported by Tuko, EduGuide and Education News Hub, August 2026). Totals here are that schedule multiplied out by course length. Tuition only — accommodation, meals and skills-lab charges are extra and vary by campus. A non-refundable Ksh 1,500 application fee applies. Confirm with the campus before paying."
c256,Diploma in Primary Teacher Education,Tambach Teachers Training College,tambach_ttc,Elgeyo-Marakwet,public,diploma,carer,C,no,36,201567,derived,"Entry grade and structure from KUCCPS and TSC: the P1 certificate has been phased out and the Diploma in Primary Teacher Education is now the minimum qualification TSC will register, entered on a KCSE mean grade of C plain over three years at one of 33 public teacher training colleges, with placement through KUCCPS and assessment by KNEC. Fee derived from the Ksh 67,189 first-year figure published for KUCCPS-placed students at public TTCs - the same government consolidated rate used across public TVET - scaled to three years; one college separately quotes about Ksh 205,000 for the full course inclusive of admission, practicum and KNEC assessment, which agrees within two per cent. Outcome figures are null rather than estimated: with roughly 369,000 registered teachers unemployed, any employment rate Njia invented here would be actively misleading. Confirm fees with the college."
c101,Certificate in Community Health Assistant,Kenya Medical Training College (KMTC) — Embu Campus,kmtc_embu,Embu,public,certificate,carer,C-,no,24,160200,derived,"KMTC publishes one national fee structure across all campuses, so this figure does not depend on which campus you attend: Ksh 82,200 in Year 1 and Ksh 78,000 in each subsequent year for regular Kenyan students, 2025/26 structure (kmtc.ac.ke, cross-reported by Tuko, EduGuide and Education News Hub, August 2026). Totals here are that schedule multiplied out by course length. Tuition only — accommodation, meals and skills-lab charges are extra and vary by campus. A non-refundable Ksh 1,500 application fee applies. Confirm with the campus before paying. Entry was previously recorded here as a D+ mean grade. That was wrong, and the error is worth naming: D+ is the BIOLOGY SUBJECT requirement for this award, not the mean grade, and it had been written into the mean-grade field. KMTC publishes a minimum KCSE mean grade of C- for every certificate programme, with the cluster-subject requirement on top - for this course a D+ in Biology or Biological Sciences and a D in one of Mathematics, Chemistry, Physics or Physical Sciences. So the C- is needed overall AND the subject grades on top. The duration and the fee moved with it: the certificate runs two years rather than one, so the national schedule multiplies out to Ksh 160,200 instead of Ksh 82,200."
c880,Diploma in Clinical Medicine and Surgery,Kenya Medical Training College (KMTC) — Embu Campus,kmtc_embu,Embu,public,diploma,carer,C,no,36,238200,illustrative,"KMTC Embu Campus was founded by missionaries in 1975 as a health training college and taken over by KMTC in 1987. It sits a kilometre from Embu town behind Embu County Teaching and Referral Hospital, where its students do their clinical placements, and holds over 750 students. KMTC runs more than 126 programmes nationally but not every campus runs every one, so a national list is not evidence that a course is taught at this campus. This programme was recorded only because two independent campus listings both name it - a third, longer listing circulating for this campus is the national catalogue rather than what Embu teaches, and the courses that appear on it alone were left out. KMTC publishes a minimum KCSE mean grade of C plain for its diploma programmes, with cluster subjects in English or Kiswahili, Biology or Biological Sciences, and Mathematics, Chemistry or Physics. Diploma courses run three years, except Community Health Nursing which runs three and a half. KMTC publishes one national fee structure across all campuses: Ksh 82,200 in Year 1 and Ksh 78,000 in each subsequent year for regular Kenyan students, 2025/26 structure. Total here is that schedule multiplied out by course length. Tuition only - accommodation, meals and skills-lab charges are extra and vary by campus. A non-refundable Ksh 1,500 application fee applies. Confirm with the campus before paying."
c100,Diploma in Kenya Registered Community Health Nursing (KRCHN),Kenya Medical Training College (KMTC) — Embu Campus,kmtc_embu,Embu,public,diploma,carer,C+,no,36,238200,derived,"KMTC publishes one national fee structure across all campuses, so this figure does not depend on which campus you attend: Ksh 82,200 in Year 1 and Ksh 78,000 in each subsequent year for regular Kenyan students, 2025/26 structure (kmtc.ac.ke, cross-reported by Tuko, EduGuide and Education News Hub, August 2026). Totals here are that schedule multiplied out by course length. Tuition only — accommodation, meals and skills-lab charges are extra and vary by campus. A non-refundable Ksh 1,500 application fee applies. Confirm with the campus before paying."
c881,Diploma in Medical Laboratory Sciences,Kenya Medical Training College (KMTC) — Embu Campus,kmtc_embu,Embu,public,diploma,carer,C,no,36,238200,illustrative,"KMTC Embu Campus was founded by missionaries in 1975 as a health training college and taken over by KMTC in 1987. It sits a kilometre from Embu town behind Embu County Teaching and Referral Hospital, where its students do their clinical placements, and holds over 750 students. KMTC runs more than 126 programmes nationally but not every campus runs every one, so a national list is not evidence that a course is taught at this campus. This programme was recorded only because two independent campus listings both name it - a third, longer listing circulating for this campus is the national catalogue rather than what Embu teaches, and the courses that appear on it alone were left out. KMTC publishes a minimum KCSE mean grade of C plain for its diploma programmes, with cluster subjects in English or Kiswahili, Biology or Biological Sciences, and Mathematics, Chemistry or Physics. Diploma courses run three years, except Community Health Nursing which runs three and a half. KMTC publishes one national fee structure across all campuses: Ksh 82,200 in Year 1 and Ksh 78,000 in each subsequent year for regular Kenyan students, 2025/26 structure. Total here is that schedule multiplied out by course length. Tuition only - accommodation, meals and skills-lab charges are extra and vary by campus. A non-refundable Ksh 1,500 application fee applies. Confirm with the campus before paying."
c258,Diploma in Primary Teacher Education,"St. Mark's Teachers Training College, Kigari",kigari_ttc,Embu,public,diploma,carer,C,no,36,201567,derived,"Entry grade and structure from KUCCPS and TSC: the P1 certificate has been phased out and the Diploma in Primary Teacher Education is now the minimum qualification TSC will register, entered on a KCSE mean grade of C plain over three years at one of 33 public teacher training colleges, with placement through KUCCPS and assessment by KNEC. Fee derived from the Ksh 67,189 first-year figure published for KUCCPS-placed students at public TTCs - the same government consolidated rate used across public TVET - scaled to three years; one college separately quotes about Ksh 205,000 for the full course inclusive of admission, practicum and KNEC assessment, which agrees within two per cent. Outcome figures are null rather than estimated: with roughly 369,000 registered teachers unemployed, any employment rate Njia invented here would be actively misleading. Confirm fees with the college."
c105,Certificate in Community Health Assistant,Kenya Medical Training College (KMTC) — Garissa Campus,kmtc_garissa,Garissa,public,certificate,carer,C-,no,24,160200,derived,"KMTC publishes one national fee structure across all campuses, so this figure does not depend on which campus you attend: Ksh 82,200 in Year 1 and Ksh 78,000 in each subsequent year for regular Kenyan students, 2025/26 structure (kmtc.ac.ke, cross-reported by Tuko, EduGuide and Education News Hub, August 2026). Totals here are that schedule multiplied out by course length. Tuition only — accommodation, meals and skills-lab charges are extra and vary by campus. A non-refundable Ksh 1,500 application fee applies. Confirm with the campus before paying. Entry was previously recorded here as a D+ mean grade. That was wrong, and the error is worth naming: D+ is the BIOLOGY SUBJECT requirement for this award, not the mean grade, and it had been written into the mean-grade field. KMTC publishes a minimum KCSE mean grade of C- for every certificate programme, with the cluster-subject requirement on top - for this course a D+ in Biology or Biological Sciences and a D in one of Mathematics, Chemistry, Physics or Physical Sciences. So the C- is needed overall AND the subject grades on top. The duration and the fee moved with it: the certificate runs two years rather than one, so the national schedule multiplies out to Ksh 160,200 instead of Ksh 82,200."
c104,Diploma in Kenya Registered Community Health Nursing (KRCHN),Kenya Medical Training College (KMTC) — Garissa Campus,kmtc_garissa,Garissa,public,diploma,carer,C+,no,36,238200,derived,"KMTC publishes one national fee structure across all campuses, so this figure does not depend on which campus you attend: Ksh 82,200 in Year 1 and Ksh 78,000 in each subsequent year for regular Kenyan students, 2025/26 structure (kmtc.ac.ke, cross-reported by Tuko, EduGuide and Education News Hub, August 2026). Totals here are that schedule multiplied out by course length. Tuition only — accommodation, meals and skills-lab charges are extra and vary by campus. A non-refundable Ksh 1,500 application fee applies. Confirm with the campus before paying."
c436,Artisan in Motor Vehicle Mechanics,North Eastern National Polytechnic (NENAP),nenap,Garissa,public,artisan,maker,E,no,12,67189,derived,"Fee derived from the government's consolidated annual public-TVET fee of Ksh 67,189 (inclusive of assessment fees, effective May 2026, as announced by government and reported by Eastleigh Voice/sector coverage, August 2026), scaled to course duration. North Eastern National Polytechnic is a government-accredited national polytechnic placing through KUCCPS as institution 1230, and its 2026 intake is open to 2020-2025 KCSE graduates (northeasternpoly.ac.ke, cross-reported August 2026). Institutes bill per term/year and per-course amounts can differ - confirm with the registrar."
c437,Artisan in Welding and Fabrication,North Eastern National Polytechnic (NENAP),nenap,Garissa,public,artisan,maker,E,no,12,67189,derived,"Fee derived from the government's consolidated annual public-TVET fee of Ksh 67,189 (inclusive of assessment fees, effective May 2026, as announced by government and reported by Eastleigh Voice/sector coverage, August 2026), scaled to course duration. North Eastern National Polytechnic is a government-accredited national polytechnic placing through KUCCPS as institution 1230, and its 2026 intake is open to 2020-2025 KCSE graduates (northeasternpoly.ac.ke, cross-reported August 2026). Institutes bill per term/year and per-course amounts can differ - confirm with the registrar."
